"userfile_path","license_name"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_ymax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/MESH-default/absorbing_cpml_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/MESH-default/materials_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_xmax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/DATA/Par_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/DATA/STATIONS","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/DATA/FORCESOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/DATA/CMTSOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X50.MXZ.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X50.MXX.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X50.MXY.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/output.log","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/output_mesher.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X30.MXZ.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X40.MXZ.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X20.MXZ.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X40.MXY.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X20.MXY.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X30.MXY.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/output_solver.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/plot_these_seismograms_with_gnuplot.gnu","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X30.MXX.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X20.MXX.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_5sides/REF_SEIS/DB.X40.MXX.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/run_this_example.sh","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/this_regular_mesh_contains_36x36x16_elements.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/plotall_comparison_seismograms.gnu","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/block_mesh-anisotropic.py","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/README","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/here_are_the_thicknesses_to_use_to_define_the_CPML_layers.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/mesh_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/free_or_absorbing_surface_file_zmax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_xmin","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/nodes_coords_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_bottom","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_ymin","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/nummaterial_velocity_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_ymax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/absorbing_cpml_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/materials_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_xmax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/DATA/Par_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/DATA/STATIONS","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/DATA/FORCESOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/DATA/CMTSOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/DB.X20.BXZ.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/DB.X30.BXX.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/output.log","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/output_mesher.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/DB.X30.BXZ.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/DB.X40.BXX.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/DB.X40.BXZ.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/DB.X50.BXX.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/DB.X50.BXZ.semd","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/output_solver.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/plot_these_seismograms_with_gnuplot.gnu","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_absorbing_CPML_5sides/REF_SEIS/DB.X20.BXX.semd","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/mesh_file","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/free_or_absorbing_surface_file_zmax","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/absorbing_surface_file_xmin","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/nodes_coords_file","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/absorbing_surface_file_bottom","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/absorbing_surface_file_ymin","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/nummaterial_velocity_file","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/absorbing_surface_file_ymax","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/absorbing_cpml_file","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/materials_file","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/CMTSOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/absorbing_surface_file_xmax","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/here_are_the_thicknesses_to_use_to_define_the_CPML_layers.txt","NOLICENSE"
"EXAMPLES/CPML_examples/CPML_realistic_mesh_with_topography/size_of_this_mesh.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/run_this_example.sh","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/this_regular_mesh_contains_36x36x16_elements.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/plotall_comparison_seismograms.gnu","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/slices.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/block_mesh-anisotropic.py","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/README","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/here_are_the_thicknesses_to_use_to_define_the_CPML_layers.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/mesh_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/free_or_absorbing_surface_file_zmax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_xmin","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/nodes_coords_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_bottom","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_ymin","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/nummaterial_velocity_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_ymax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/absorbing_cpml_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/materials_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_xmax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/DATA/Par_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/DATA/STATIONS_ADJOINT","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/DATA/STATIONS","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/DATA/FORCESOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/DATA/CMTSOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_elastic_absorbing_CPML_6sides/REF_SEIS/plot_these_seismograms_with_gnuplot.gnu","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/run_this_example.sh","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/this_regular_mesh_contains_36x36x16_elements.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/plotall_comparison_seismograms.gnu","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/block_mesh-anisotropic.py","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/README","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/here_are_the_thicknesses_to_use_to_define_the_CPML_layers.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/mesh_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/free_or_absorbing_surface_file_zmax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_xmin","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/nodes_coords_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_bottom","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_ymin","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/nummaterial_velocity_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_ymax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/absorbing_cpml_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/materials_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/MESH-default/absorbing_surface_file_xmax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/DATA/Par_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/DATA/STATIONS_ADJOINT","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/DATA/STATIONS","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/DATA/FORCESOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/DATA/CMTSOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_5sides/REF_SEIS/plot_these_seismograms_with_gnuplot.gnu","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/run_this_example.sh","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/this_regular_mesh_contains_36x36x16_elements.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/plotall_comparison_seismograms.gnu","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/block_mesh-anisotropic.py","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/README","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/here_are_the_thicknesses_to_use_to_define_the_CPML_layers.txt","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/mesh_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/free_or_absorbing_surface_file_zmax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_xmin","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/nodes_coords_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_bottom","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_ymin","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/nummaterial_velocity_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_ymax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/absorbing_cpml_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/materials_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/MESH-default/absorbing_surface_file_xmax","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/DATA/Par_file","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/DATA/STATIONS_ADJOINT","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/DATA/STATIONS","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/DATA/FORCESOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/DATA/CMTSOLUTION","NOLICENSE"
"EXAMPLES/CPML_examples/homogeneous_halfspace_HEX8_acoustic_elastic_absorbing_CPML_6sides/REF_SEIS/plot_these_seismograms_with_gnuplot.gnu","NOLICENSE"
"EXAMPLES/BENCHMARK_CLAERBOUT_ADJOINT/ELASTIC/random_model_generation.f90","NOLICENSE"
"EXAMPLES/BENCHMARK_CLAERBOUT_ADJOINT/ELASTIC/postprocessing.f90","NOLICENSE"
